city,zipcode,query,location,coords,city_y,state,country
Lisboa,1000-195,Lisboa 1000-195,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Lisboa,1500-028,Lisboa 1500-028,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Ermesinde,4445-474,Ermesinde 4445-474,"Ermesinde, Valongo, Porto, Portugal","(41.2170785, -8.5515798, 0.0)",Ermesinde,,Portugal
Granadilla de Abona,38611,Granadilla de Abona 38611,"Granadilla de Abona, Santa Cruz de Tenerife, Canarias, España","(28.1153584, -16.5518806, 0.0)",,,España
Braga,4700-442,Braga 4700-442,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
S. Marcos,2735-656,S. Marcos 2735-656,"São Marcos, Cacém e São Marcos, Sintra, Lisboa, 2735-661, Portugal","(38.7496403, -9.296861, 0.0)",Cacém e São Marcos,,Portugal
Figueira Da Foz,3080755,Figueira Da Foz 3080755,"Figueira da Foz, Coimbra, Portugal","(40.1485808, -8.855655, 0.0)",Figueira da Foz,,Portugal
Ufa,450007,Ufa 450007,,,,,
Valencia,46823,Valencia 46823,,,,,
Murcia ,30107,Murcia  30107,"Murcia, Área Metropolitana de Murcia, Región de Murcia, España","(37.9923795, -1.1305431, 0.0)",Murcia,Región de Murcia,España
Huesa,23487<U+215E>,Huesa 23487<U+215E>,,,,,
Almancil,8135-016,Almancil 8135-016,"Almancil, Loulé, Faro, Portugal","(37.0870572, -8.0298056, 0.0)",,,Portugal
Braga ,4715-017,Braga  4715-017,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
La murada,03318,La murada 03318,,,,,
COLLBATÓ ,082930,COLLBATÓ  082930,"Collbató, Baix Llobregat, Barcelona, Catalunya, 08293, España","(41.570256, 1.8285814, 0.0)",,Catalunya,España
Abrucena,04520,Abrucena 04520,,,,,
Braga,4715-350,Braga 4715-350,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Faro,8005-145,Faro 8005-145,"Faro, Portugal","(37.0162727, -7.9351771, 0.0)",Faro,,Portugal
"HOSPITALET DE LLOBREGAT, L'",08906,"HOSPITALET DE LLOBREGAT, L' 08906","l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, 08801, España","(41.3598601, 2.0997927, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
Bilbao,48912,Bilbao 48912,"Bilbao, Bizkaia, Euskadi, España","(43.2630018, -2.9350039, 0.0)",Bilbao,Euskadi,España
Queluz,2745-098,Queluz 2745-098,"Queluz, Queluz e Belas, Sintra, Lisboa, 2745, Portugal","(38.7604252, -9.2559895, 0.0)",Queluz,,Portugal
Maia,4470-193Maia,Maia 4470-193Maia,,,,,
Dosbarrios ,45311,Dosbarrios  45311,"Dosbarrios, Mesa de Ocaña, Toledo, Castilla-La Mancha, España","(39.8833764, -3.4820586, 0.0)",Dosbarrios,Castilla-La Mancha,España
Lisboa,1750-099,Lisboa 1750-099,"LAV Madrid-Extremadura-Lisboa, Carretera de la Nava de Santiago a límite de provincia de Cáceres, Carmonita, Badajoz, Extremadura, 06488, España","(39.1733729, -6.3570821, 0.0)",,Extremadura,España
Esmoriz,3885-466,Esmoriz 3885-466,"Esmoriz, Ovar, Aveiro, Portugal","(40.9602526, -8.6228198, 0.0)",Esmoriz,,Portugal
CASTRILLO DE LA VEGA ,09391,CASTRILLO DE LA VEGA  09391,,,,,
Aveiro,3810005,Aveiro 3810005,"Aveiro, Azurva, Eixo e Eirol, Aveiro, Portugal","(40.6413502, -8.599071901250866, 0.0)",Aveiro,,Portugal
Lisboa,1249-061,Lisboa 1249-061,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
VILLALBA DE LOS BARROS,06208,VILLALBA DE LOS BARROS 06208,"Calle Villalba de los Barros, Solana de los Barros, Tierra de Barros, Badajoz, Extremadura, España","(38.7240621, -6.5394375, 0.0)",,Extremadura,España
Soguillo del paramo,24249,Soguillo del paramo 24249,"Soguillo del Páramo, Laguna Dalga, León, Castilla y León, 24240, España","(42.3084545, -5.7431393, 0.0)",Laguna Dalga,Castilla y León,España
Almancil,8135-104,Almancil 8135-104,"Almancil, Loulé, Faro, Portugal","(37.0870572, -8.0298056, 0.0)",,,Portugal
Sant Celoni,O8470,Sant Celoni O8470,,,,,
Montijo,2870-822,Montijo 2870-822,"Montijo, Montijo e Afonsoeiro, Montijo, Setúbal, Portugal","(38.7057119, -9.003097722875136, 0.0)",Montijo e Afonsoeiro,,Portugal
Philadelphia,19107,Philadelphia 19107,"Philadelphia, Storkow (Mark), Oder-Spree, Brandenburg, Deutschland","(52.2571712, 13.892296304186882, 0.0)",,Brandenburg,Deutschland
Edgware,HA80SU,Edgware HA80SU,,,,,
villarrodrigo,23393,villarrodrigo 23393,"Villarrodrigo, Jaén, Andalucía, España","(38.4872582, -2.6363672, 0.0)",,Andalucía,España
As Neves,36446,As Neves 36446,"AG-51, As Neves, Corzáns, Salvaterra de Miño, O Condado, Pontevedra, Galicia, 36457, España","(42.1092153, -8.4680385, 0.0)",,Galicia,España
Vale de cambra ,3730-423,Vale de cambra  3730-423,"academia do cabelo,423, Rua da Granja, Granja, São Pedro de Castelões, Vale de Cambra, Aveiro, 3730-202, Portugal","(40.845736650000006, -8.398472839855259, 0.0)",Vale de Cambra,,Portugal
Povoa de Varzim,4490-062,Povoa de Varzim 4490-062,,,,,
barcelona,08906,barcelona 08906,"Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.3828939, 2.1774322, 0.0)",Barcelona,Catalunya,España
Espinho ,4500-263,Espinho  4500-263,"Espinho, Aveiro, Portugal","(41.0083643, -8.6394111, 0.0)",Espinho,,Portugal
Santo Tirso,4825-102,Santo Tirso 4825-102,"Santo Tirso, Porto, Portugal","(41.3440057, -8.4772021, 0.0)",Santo Tirso,,Portugal
lytham st annes,fy83nf,lytham st annes fy83nf,,,,,
Queluz,2745-334 lisboa,Queluz 2745-334 lisboa,"Queluz, Queluz e Belas, Sintra, Lisboa, 2745, Portugal","(38.7604252, -9.2559895, 0.0)",Queluz,,Portugal
Pontinha,1675-010,Pontinha 1675-010,"Bairro Casalinho da Azenha, Famões, Pontinha e Famões, Odivelas, Lisboa, 1675-010, Portugal","(38.780214598765, -9.21666059994765, 0.0)",Pontinha e Famões,,Portugal
Fão ,4740-371,Fão  4740-371,"Apúlia e Fão, Esposende, Fão, Braga, 4740-371, Portugal","(41.50910588333333, -8.77064955, 0.0)",Esposende,,Portugal
Tondela ,3460-579 Tondela,Tondela  3460-579 Tondela,"Tondela, Tondela e Nandufe, Tondela, Viseu, Portugal","(40.51406505, -8.079728015302772, 0.0)",Tondela,,Portugal
Rio Maior,2040-068,Rio Maior 2040-068,"Rio Maior, Santarém, Portugal","(39.350401950000006, -8.911176402248575, 0.0)",,,Portugal
ALAIOR,O7730,ALAIOR O7730,,,,,
Vila Real de Santo António,8900-242,Vila Real de Santo António 8900-242,"Vila Real de Santo António, Faro, Portugal","(37.18841245, -7.439536405499888, 0.0)",,,Portugal
maia ,4470225,maia  4470225,"Maia, Montemor-o-Novo, Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras, Montemor-o-Novo, Évora, 7050-104, Portugal","(38.6314072, -8.2282579, 0.0)",Montemor-o-Novo,,Portugal
Vila Real,5000-584,Vila Real 5000-584,,,,,
Entrin bajo,06197,Entrin bajo 06197,,,,,
La font den carros ,46717,La font den carros  46717,,,,,
Lisboa,1600-100 ,Lisboa 1600-100 ,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
CAMPINS,08472,CAMPINS 08472,,,,,
Vila Nova de Famalicão,4760-211,Vila Nova de Famalicão 4760-211,"Vila Nova de Famalicão, Braga, Portugal","(41.4065175, -8.5187481, 0.0)",Vila Nova de Famalicão,,Portugal
Mêda de Mouros,preblack,Mêda de Mouros preblack,,,,,
lisboa,1800-125,lisboa 1800-125,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Dalias ,04750,Dalias  04750,,,,,
Vila Verde,4730-071,Vila Verde 4730-071,"Vila Verde, Braga, Portugal","(41.6488247, -8.4362569, 0.0)",,,Portugal
Setubal,2910505,Setubal 2910505,"Setúbal, Portugal","(38.5241783, -8.8932341, 0.0)",Setúbal,,Portugal
PORTO,4000-285,PORTO 4000-285,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Arcozelo- Vila Nova de Gaia,4410-325,Arcozelo- Vila Nova de Gaia 4410-325,"Arcozelo, Vila Nova de Gaia, Porto, Portugal","(41.0550094, -8.6399166, 0.0)",Vila Nova de Gaia,,Portugal
Quarteira,8125-406,Quarteira 8125-406,"Quarteira, Loulé, Faro, Portugal","(37.0712719, -8.1022591, 0.0)",Quarteira,,Portugal
Aveiro,3810-037,Aveiro 3810-037,"Aveiro, Azurva, Eixo e Eirol, Aveiro, Portugal","(40.6413502, -8.599071901250866, 0.0)",Aveiro,,Portugal
Telhado,3360-062,Telhado 3360-062,"Telhado, Figueira de Lorvão, Penacova, Coimbra, 3360-058, Portugal","(40.3003924, -8.337698, 0.0)",,,Portugal
Lisboa,1700-315 Lisboa,Lisboa 1700-315 Lisboa,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Porto,4099-012,Porto 4099-012,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Lisboa,1050-215,Lisboa 1050-215,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Coimbra ,3000-173,Coimbra  3000-173,"Coimbra, Portugal","(40.2111931, -8.4294632, 0.0)",Coimbra,,Portugal
Lisboa,1000-168,Lisboa 1000-168,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
La Algaba ,41980,La Algaba  41980,"La Algaba, Palma del Río, Córdoba, Andalucía, España","(37.6981567, -5.2122129, 0.0)",,Andalucía,España
Villanueva del Rosario ,29312,Villanueva del Rosario  29312,"Villanueva del Rosario, Nororma, Málaga, Andalucía, España","(36.998599, -4.3660482, 0.0)",,Andalucía,España
Aveiro,3810 - 106 Aveiro,Aveiro 3810 - 106 Aveiro,"Aveiro, Portugal","(40.640496, -8.6537841, 0.0)",Aveiro,,Portugal
Matosinhos,4450-181,Matosinhos 4450-181,"Matosinhos, Porto, Portugal","(41.1806814, -8.6821998, 0.0)",Matosinhos,,Portugal
bilbau,0000-000,bilbau 0000-000,,,,,
Lisboa,1150-215,Lisboa 1150-215,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
São João da Madeira,3700-026,São João da Madeira 3700-026,"São João da Madeira, Aveiro, Portugal","(40.8977193, -8.490675185118615, 0.0)",São João da Madeira,,Portugal
Lisboa,1070-004,Lisboa 1070-004,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Villarrodrigo ,23393,Villarrodrigo  23393,"Villarrodrigo, Jaén, Andalucía, España","(38.4872582, -2.6363672, 0.0)",,Andalucía,España
Nuneaton,CV114SQ,Nuneaton CV114SQ,,,,,
Leiria,2425-614MonteRedondo,Leiria 2425-614MonteRedondo,,,,,
Fátima,2495-453,Fátima 2495-453,"Fátima, Ourém, Santarém, Portugal","(39.6255007, -8.6658028, 0.0)",Fátima,,Portugal
Ovar,3880-218,Ovar 3880-218,"Ovar, Aveiro, Portugal","(40.84584435, -8.648528873790857, 0.0)",Ovar,,Portugal
otos,46844,otos 46844,"Otos, Moratalla, Noroeste, Región de Murcia, España","(38.2735815, -2.0225339, 0.0)",,Región de Murcia,España
Aljustrel,7600-078,Aljustrel 7600-078,"Aljustrel, Beja, Portugal","(37.89032505, -8.196355048795365, 0.0)",,,Portugal
Aveiro,3810-455 Aveiro,Aveiro 3810-455 Aveiro,"Aveiro, Azurva, Eixo e Eirol, Aveiro, Portugal","(40.6413502, -8.599071901250866, 0.0)",Aveiro,,Portugal
CORTEGANA,06196,CORTEGANA 06196,,,,,
Sumaré,13170450,Sumaré 13170450,,,,,
Porto,4200604,Porto 4200604,"Porto, Marina di Camerota, Camerota, Salerno, Campania, 84059, Italia","(39.9986187, 15.3748661, 0.0)",,Campania,Italia
Lisboa,1600-152,Lisboa 1600-152,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
ganame de sayago,49255,ganame de sayago 49255,"Gáname, Bermillo de Sayago, Zamora, Castilla y León, España","(41.4021751, -6.0415358, 0.0)",,Castilla y León,España
delães,4765-098,delães 4765-098,"Delães, Vila Nova de Famalicão, Braga, Portugal","(41.3850727, -8.4192153, 0.0)",Vila Nova de Famalicão,,Portugal
Bujaraloz,50177,Bujaraloz 50177,"Bujaraloz, Los Monegros, Zaragoza, Aragón, España","(41.4979089, -0.1511751, 0.0)",,Aragón,España
London,EC1V3PN,London EC1V3PN,,,,,
almeria ,o4077,almeria  o4077,,,,,
Porto,4100-284,Porto 4100-284,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Lisboa,1700074,Lisboa 1700074,"Lisboa, 1100-148, Portugal","(38.7077507, -9.1365919, 0.0)",Lisboa,,Portugal
URUÑUELA,26313,URUÑUELA 26313,"Uruñuela, La Rioja, España","(42.4424543, -2.7080791, 0.0)",,La Rioja,España
Vicar,04730,Vicar 04730,,,,,
Leicester ,LE21WJ,Leicester  LE21WJ,,,,,
Kazan,420111,Kazan 420111,,,,,
Tambov,392013,Tambov 392013,,,,,
Culleredo ,15189,Culleredo  15189,"Culleredo, A Coruña, Galicia, 15189, España","(43.2884816, -8.3894589, 0.0)",,Galicia,España
Las Rozas de madrid,28299,Las Rozas de madrid 28299,"Las Rozas de Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, España","(40.4933095, -3.8758396, 0.0)",,Comunidad de Madrid,España
Burjassot,4610,Burjassot 4610,"Burjassot, l'Horta Nord, València / Valencia, Comunitat Valenciana, 46100, España","(39.5090599, -0.4108581, 0.0)",,Comunitat Valenciana,España
Barcelona,0817p,Barcelona 0817p,,,,,
LABAJOS,40146,LABAJOS 40146,"Labajos, Vara de Rey, Cuenca, Castilla-La Mancha, España","(39.37586, -2.3193808, 0.0)",,Castilla-La Mancha,España
badaya,51951,badaya 51951,"Badaia kalea/Calle Badaya, Coronación, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01012, España","(42.8508331, -2.6778026, 0.0)",Vitoria-Gasteiz,Euskadi,España
Coruche,2100-039,Coruche 2100-039,"Coruche, Santarém, Portugal","(38.936451149999996, -8.481620016489037, 0.0)",,,Portugal
JAINKO-OLEAGA,48114,JAINKO-OLEAGA 48114,"Jainko-Oleaga, Arrieta, Bizkaia, Euskadi, 40102, España","(43.3399619, -2.755659, 0.0)",,Euskadi,España
Carnaxide,2794-112,Carnaxide 2794-112,"Carnaxide, Carnaxide e Queijas, Oeiras, Lisboa, Portugal","(38.72743415, -9.238038149028625, 0.0)",Carnaxide e Queijas,,Portugal
Gavião,4760-099 Vila Nova de Famalicão,Gavião 4760-099 Vila Nova de Famalicão,"Gavião, Vila Nova de Famalicão, Braga, Portugal","(41.4265058, -8.5101142, 0.0)",Vila Nova de Famalicão,,Portugal
Retamar,04qeq,Retamar 04qeq,,,,,
Moskow,115054,Moskow 115054,,,,,
San Cristóbal de La Laguna ,38296,San Cristóbal de La Laguna  38296,"San Cristóbal de La Laguna, Santa Cruz de Tenerife, Canarias, España","(28.4857715, -16.3159422, 0.0)",San Cristóbal de La Laguna,,España
Arteixo,15690,Arteixo 15690,"Arteixo, A Coruña, Galicia, 15142, España","(43.3097391, -8.5129088, 0.0)",,Galicia,España
Braga ,4715-350,Braga  4715-350,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Porto,4150-220,Porto 4150-220,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Montealegre del Castillo ,O2650,Montealegre del Castillo  O2650,,,,,
Moreira da Maia,4470-605,Moreira da Maia 4470-605,"Zona Industrial Maia I - Setor III, Moreira, Maia, Porto, 4470-605, Portugal","(41.2588635, -8.642265233333333, 0.0)",Moreira,,Portugal
Canjayar ,04450,Canjayar  04450,"Canjáyar, Almería, Andalucía, España","(37.0104452, -2.7406217, 0.0)",,Andalucía,España
Montijo,2870-348,Montijo 2870-348,"Montijo, Montijo e Afonsoeiro, Montijo, Setúbal, Portugal","(38.7057119, -9.003097722875136, 0.0)",Montijo e Afonsoeiro,,Portugal
Almeria,04450,Almeria 04450,"Almería, Los Martínez, Sorbas, Almería, Andalucía, España","(37.1457673, -2.0770592, 0.0)",,Andalucía,España
Belém,1400-074,Belém 1400-074,"Belém, Lisboa, Portugal","(38.705541499999995, -9.21322651478078, 0.0)",Lisboa,,Portugal
Vila Viçosa,7160221,Vila Viçosa 7160221,"Vila Viçosa, Arouca, Canelas e Espiunca, Aveiro, 4540-251, Portugal","(41.0056251, -8.2171963, 0.0)",Canelas e Espiunca,,Portugal
Palmela,2950-557 Quinta do Anjo,Palmela 2950-557 Quinta do Anjo,"Quinta do Anjo, Palmela, Setúbal, Portugal","(38.5674568, -8.9418673, 0.0)",,,Portugal
Alverca do Ribatejo,2615-094,Alverca do Ribatejo 2615-094,"Alverca do Ribatejo, Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa, 2615-077, Portugal","(38.8935253, -9.0396136, 0.0)",Alverca do Ribatejo,,Portugal
Santa Maria da Feira,4520-211,Santa Maria da Feira 4520-211,"Santa Maria da Feira, Aveiro, Portugal","(40.962803699999995, -8.515017938130935, 0.0)",,,Portugal
"Beselga,Estivella",46590,"Beselga,Estivella 46590","Beselga, Estivella, el Camp de Morvedre, València / Valencia, Comunitat Valenciana, 46148, España","(39.7104591, -0.366803, 0.0)",,Comunitat Valenciana,España
Estella ,3-200,Estella  3-200,"Estella, Lodosa, Navarra - Nafarroa, 31580, España","(42.4252291, -2.0855191, 0.0)",,Navarra - Nafarroa,España
Porto,4100-179,Porto 4100-179,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Lisboa,2655-128,Lisboa 2655-128,"Carvoeira, Mafra, Lisboa, 2655 128, Portugal","(38.9340396, -9.3974083, 0.0)",,,Portugal
EL RUBIO,41568,EL RUBIO 41568,"El Rubio, Ababuj, Comunidad de Teruel, Teruel, Aragón, España","(40.5266165, -0.7777617, 0.0)",,Aragón,España
Lisboa ,1495-065,Lisboa  1495-065,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
paços de ferreira,4590527,paços de ferreira 4590527,"Paços de Ferreira, Porto, Portugal","(41.2760689, -8.376875, 0.0)",Paços de Ferreira,,Portugal
laspuña,22361,laspuña 22361,"Laspuña, Sobrarbe, Huesca, Aragón, 22363, España","(42.5038664, 0.1551187, 0.0)",Laspuña,Aragón,España
London,W51PA,London W51PA,,,,,
Mazarrón ,30879,Mazarrón  30879,"Mazarrón, Bularros, Ávila, Castilla y León, 05357, España","(40.7620906, -4.84545, 0.0)",,Castilla y León,España
São Romão do Coronado - Trofa,4745-561 São Romão Coronado,São Romão do Coronado - Trofa 4745-561 São Romão Coronado,"São Romão, Rua Dom Afonso Henriques, São Romão, Vila do Coronado, Coronado, Trofa, Porto, 4745-561, Portugal","(41.2779576, -8.5535939, 0.0)",Coronado,,Portugal
Fafe,4820-830,Fafe 4820-830,"Fafe, Braga, Portugal","(41.451406, -8.1708502, 0.0)",Fafe,,Portugal
Lisboa ,1050-020,Lisboa  1050-020,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Beja,7800-039,Beja 7800-039,"Beja, Portugal","(38.0154479, -7.8650368, 0.0)",Beja,,Portugal
Póvoa de Varzim,4490-519,Póvoa de Varzim 4490-519,,,,,
Mafra,2640259,Mafra 2640259,"Rua Almirante Gago Coutinho, Vilãs, Mafra, Lisboa, 2640-495 MAFRA, Portugal","(38.9326246, -9.3310336, 0.0)",,,Portugal
Algés ,1495-061,Algés  1495-061,"Algés, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa, 1495, Portugal","(38.7027915, -9.2287735, 0.0)","Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",,Portugal
La laguna,38206,La laguna 38206,"San Cristóbal de La Laguna, Santa Cruz de Tenerife, Canarias, España","(28.4857715, -16.3159422, 0.0)",San Cristóbal de La Laguna,,España
Figueira da Foz,3080-053,Figueira da Foz 3080-053,"Figueira da Foz, Coimbra, Portugal","(40.1485808, -8.855655, 0.0)",Figueira da Foz,,Portugal
Frechas,5370-132 Mirandela,Frechas 5370-132 Mirandela,"Frechas, Mirandela, Bragança, 5370-135, Portugal","(41.4113625, -7.1643506, 0.0)",Mirandela,,Portugal
Alfornelos,2650-187,Alfornelos 2650-187,"Alfornelos, Praça Teófilo Braga, Alfornelos, Brandoa, Encosta do Sol, Amadora, Lisboa, 2700-054, Portugal","(38.7603326, -9.2043586, 0.0)",Encosta do Sol,,Portugal
Hevia (el berrón),33187,Hevia (el berrón) 33187,"Palacio de Hevia, Carretera de Tiñana a Buenavista, Orial, Siero, Asturias / Asturies, 33186, España","(43.3700389, -5.710506848242229, 0.0)",Siero,Asturias / Asturies,España
Coimbra,3000402,Coimbra 3000402,"Rua António Menano, Quinta das Canas, Volta do Salgueiral, Santa Clara e Castelo Viegas, Coimbra, 3040-194, Portugal","(40.1873542, -8.431338, 0.0)",Coimbra,,Portugal
Cuba,7940-190,Cuba 7940-190,"Cuba, Beja, Portugal","(38.16521, -7.89253, 0.0)",,,Portugal
Vilalba,27815,Vilalba 27815,"Vilalba, Baronía del Montseny, Can Barrina, Vallgorguina, Vallès Oriental, Barcelona, Catalunya, 08470, España","(41.6594068, 2.4606348, 0.0)",,Catalunya,España
agueda-barrô,3750-353,agueda-barrô 3750-353,"Espaço Atividades Economicas EN1 Sul, Barrô e Aguada de Baixo, Águeda, Aveiro, 3750-353, Portugal","(40.535863877777764, -8.457826555555554, 0.0)",Águeda,,Portugal
Tui,36711,Tui 36711,"Tui, O Baixo Miño, Pontevedra, Galicia, 36700, España","(42.0501375, -8.6466411, 0.0)",Tui,Galicia,España
nonduermas ,30166,nonduermas  30166,"Nonduermas, Pedanía de Nonduermas, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30167, España","(37.9716175, -1.1701734, 0.0)",Murcia,Región de Murcia,España
Vícar ,04727,Vícar  04727,,,,,
BENTARIQUE,04569,BENTARIQUE 04569,,,,,
Loures ,2670-481 ,Loures  2670-481 ,"Loures, Lisboa, Portugal","(38.8444686, -9.206289225745532, 0.0)",Loures,,Portugal
LISBOA,1000-139,LISBOA 1000-139,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Lisboa,1170-206,Lisboa 1170-206,"206, Avenida Marechal Craveiro Lopes/2ª Circular, Olivais, Lisboa, 1700-079, Portugal","(38.7643771, -9.1377672, 0.0)",Lisboa,,Portugal
"Saxamonde, Redondela",36816,"Saxamonde, Redondela 36816","Saxamonde, Redondela, Vigo, Pontevedra, Galicia, España","(42.2512087, -8.6037848, 0.0)",,Galicia,España
Queluz,2745-049,Queluz 2745-049,"Queluz, Queluz e Belas, Sintra, Lisboa, 2745, Portugal","(38.7604252, -9.2559895, 0.0)",Queluz,,Portugal
ALGUBER,2550-012 CADAVAL,ALGUBER 2550-012 CADAVAL,"Alguber, Cadaval, Lisboa, Portugal","(39.2767815, -9.0216348, 0.0)",,,Portugal
Montes de Alvor,8500-059,Montes de Alvor 8500-059,"Montes de Alvor, Alvor, Portimão, Faro, 8500-053, Portugal","(37.1468141, -8.5846238, 0.0)",,,Portugal
Lisboa,1000-207 Lisboa,Lisboa 1000-207 Lisboa,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
